phase,id,type,status,learning_target,source_location,correct_concept,answer_position,feedback,role,content_version
3,p3-decision-case-2,guided and untimed equivalent,newly authored,After a late entry,corrected phase teaching and specification lab cases,"Describe the skipped count, return to the next entry cue and review the count later.",B,Keep the useful observation and correction. A global judgment does not guide the next phrase. The response joins immediate refocusing with later practice.,choose guided or untimed set; reasons required,phase3-2026-09-17-r1
3,p3-decision-case-3,guided and untimed equivalent,newly authored,The display stops,corrected phase teaching and specification lab cases,Use the printed graph as an anchor and adapt the opening cue.,C,The task still needs an explanation of the graph. An available representation can support it. Changing the anchor preserves the purpose without requiring the original display.,choose guided or untimed set; reasons required,phase3-2026-09-17-r1
4,phase4-q1,checkpoint,revised,The statement joins evidence to action without promising an outside result.,original-course/main.js: QUIZZES[3].questions/phase4-q1,"My preparation supports the opening, and I can use my practised cue.",B,The statement joins evidence to action without promising an outside result.,required formative practice,phase4-2026-09-17-r1
4,phase4-q2,checkpoint,revised,Self-efficacy is task-specific. It does not establish personal worth or guarantee the final result.,original-course/main.js: QUIZZES[3].questions/phase4-q2,Belief in being able to carry out this practised serving routine.,C,Self-efficacy is task-specific. It does not establish personal worth or guarantee the final result.,required formative practice,phase4-2026-09-17-r1
4,phase4-q3,checkpoint,revised,"The three categories describe useful work, achievement and change. They should be connected to the task.",original-course/main.js: QUIZZES[3].questions/phase4-q3,"A specific practice action, an achieved skill and an observed improvement over time.",D,"The three categories describe useful work, achievement and change. They should be connected to the task.",required formative practice,phase4-2026-09-17-r1
4,phase4-q4,checkpoint,revised,Confidence grounded in preparation can include corrections. The learner need not accept personal attacks or deny the observed error.,original-course/main.js: QUIZZES[3].questions/phase4-q4,Keep relevant information while separating it from any global personal judgment.,A,Confidence grounded in preparation can include corrections. The learner need not accept personal attacks or deny the observed error.,required formative practice,phase4-2026-09-17-r1
4,phase4-q5,checkpoint,revised,The statement retains the observation and proposes a task-based action without overgeneralizing.,original-course/main.js: QUIZZES[3].questions/phase4-q5,The entry was late; I will check the count and practise the correction.,B,The statement retains the observation and proposes a task-based action without overgeneralizing.,required formative practice,phase4-2026-09-17-r1
4,phase4-q6,checkpoint,revised,Coping rehearsal prepares an action when conditions change. It does not prevent every interruption or replace actual skill learning.,original-course/main.js: QUIZZES[3].questions/phase4-q6,Prepare a response and a useful return point.,C,Coping rehearsal prepares an action when conditions change. It does not prevent every interruption or replace actual skill learning.,required formative practice,phase4-2026-09-17-r1
4,phase4-q7,checkpoint,revised,"The task determines useful attention. Width, direction and timing can change with the demand.",original-course/main.js: QUIZZES[3].questions/phase4-q7,Select the information needed for the particular next task.,D,"The task determines useful attention. Width, direction and timing can change with the demand.",required formative practice,phase4-2026-09-17-r1
4,phase4-q8,checkpoint,revised,A believable appraisal connects to resources and actions. It is not a guarantee or a substitute for missing information.,original-course/main.js: QUIZZES[3].questions/phase4-q8,The interpretation may support a useful next action but does not guarantee the outcome.,A,A believable appraisal connects to resources and actions. It is not a guarantee or a substitute for missing information.,required formative practice,phase4-2026-09-17-r1
4,phase4-q9,checkpoint,revised,Purpose comes from the task information and usable response. Vividness alone is not the assessment target.,original-course/main.js: QUIZZES[3].questions/phase4-q9,"Preparing relevant cues, sequence and a response to a likely change.",B,Purpose comes from the task information and usable response. Vividness alone is not the assessment target.,required formative practice,phase4-2026-09-17-r1
4,phase4-q10,checkpoint,revised,Different representations can serve different purposes. The learner should explain the choice rather than assume one universal rule.,original-course/main.js: QUIZZES[3].questions/phase4-q10,Choose and justify a perspective for the rehearsal’s purpose.,C,Different representations can serve different purposes. The learner should explain the choice rather than assume one universal rule.,required formative practice,phase4-2026-09-17-r1
4,phase4-q11,checkpoint,revised,An accessible representation can show the preparation and recovery sequence without grading a private imagery experience.,original-course/main.js: QUIZZES[3].questions/phase4-q11,"Use a written, spoken, storyboard or walkthrough alternative with the same decisions.",D,An accessible representation can show the preparation and recovery sequence without grading a private imagery experience.,required formative practice,phase4-2026-09-17-r1
4,phase4-q12,checkpoint,revised,Timing serves a learning purpose. It does not provide a neurological guarantee or a universal pace rule.,original-course/main.js: QUIZZES[3].questions/phase4-q12,"Choose timing for the purpose: slow a walkthrough to examine it, then use relevant task timing where useful.",A,Timing serves a learning purpose. It does not provide a neurological guarantee or a universal pace rule.,required formative practice,phase4-2026-09-17-r1
4,p4-task-confidence-check-1,lesson check,newly authored,"I can distinguish task confidence, self-efficacy and certainty about an outcome.",original PHASE_CONTENT phase-4 sections 3,I believe I can use the practised count for this entry.,C,The statement concerns an ability to carry out a particular action. It does not guarantee the outside decision.,required formative practice,phase4-2026-09-17-r1
4,p4-task-confidence-check-2,lesson check,newly authored,"I can distinguish task confidence, self-efficacy and certainty about an outcome.",original PHASE_CONTENT phase-4 sections 3,Use the prepared cue and clarify the starting arrangement.,A,Prepared skills and remaining uncertainty can exist together. Clarifying the arrangement addresses the gap while retaining useful preparation.,required formative practice,phase4-2026-09-17-r1
4,p4-task-confidence-response,lesson application,newly authored / source concepts retained,"I can distinguish task confidence, self-efficacy and certainty about an outcome.",original PHASE_CONTENT phase-4 sections 3,State the specific task.; Connect two pieces of preparation evidence to it.; Identify one uncertainty without turning it into a global judgment.,not applicable,State the specific task.; Connect two pieces of preparation evidence to it.; Identify one uncertainty without turning it into a global judgment.,required written application; reusable in Build,phase4-2026-09-17-r1
4,p4-preparation-evidence-check-1,lesson check,newly authored,I can explain two sources of confidence and what each can and cannot establish.,original PHASE_CONTENT phase-4 sections 4,A model the learner can study and try.,B,"The demonstration supplies information. The learner still needs an opportunity to understand, try and review the sequence.",required formative practice,phase4-2026-09-17-r1
4,p4-preparation-evidence-check-2,lesson check,newly authored,I can explain two sources of confidence and what each can and cannot establish.,original PHASE_CONTENT phase-4 sections 4,Your entry was late; practise the agreed count before beginning.,C,Specific feedback links an observation to an action. It can support preparation without making a claim about the whole person.,required formative practice,phase4-2026-09-17-r1
4,p4-preparation-evidence-response,lesson application,newly authored / source concepts retained,I can explain two sources of confidence and what each can and cannot establish.,original PHASE_CONTENT phase-4 sections 4,Name two different sources.; Link each to a particular part of the task.; Explain the limit of each source and a useful next question.,not applicable,Name two different sources.; Link each to a particular part of the task.; Explain the limit of each source and a useful next question.,required written application; reusable in Build,phase4-2026-09-17-r1
4,p4-useful-evidence-check-1,lesson check,newly authored,"I can distinguish effort, success and progress in a preparation record.",original PHASE_CONTENT phase-4 sections 5,The entry became more consistent across several rehearsals.,A,Progress requires a comparison across time. Attendance describes an action; a broad affirmation does not identify a change.,required formative practice,phase4-2026-09-17-r1
4,p4-useful-evidence-check-2,lesson check,newly authored,"I can distinguish effort, success and progress in a preparation record.",original PHASE_CONTENT phase-4 sections 5,As a game variable illustrating an analogy.,B,"The account is a metaphor. A programmed balance does not measure confidence, identity or emotional control.",required formative practice,phase4-2026-09-17-r1
4,p4-useful-evidence-response,lesson application,newly authored / source concepts retained,"I can distinguish effort, success and progress in a preparation record.",original PHASE_CONTENT phase-4 sections 5,"Separate effort, success and change over time.; Use specific case evidence.; State what the record supports without promising a result.",not applicable,"Separate effort, success and change over time.; Use specific case evidence.; State what the record supports without promising a result.",required written application; reusable in Build,phase4-2026-09-17-r1
4,p4-feedback-setbacks-check-1,lesson check,newly authored,"I can separate an observation, useful feedback and a global judgment.","original PHASE_CONTENT phase-4 sections 6,11",Your entry was late; use the agreed starting count.,C,The statement identifies a task feature and a possible adjustment. It does not judge the whole person.,required formative practice,phase4-2026-09-17-r1
4,p4-feedback-setbacks-check-2,lesson check,newly authored,"I can separate an observation, useful feedback and a global judgment.","original PHASE_CONTENT phase-4 sections 6,11",Some feedback contains useful information that supports learning.,A,Protecting personal worth should not remove useful corrections. Evaluate the information and seek support for harmful comments.,required formative practice,phase4-2026-09-17-r1
4,p4-feedback-setbacks-response,lesson application,newly authored / source concepts retained,"I can separate an observation, useful feedback and a global judgment.","original PHASE_CONTENT phase-4 sections 6,11","Identify the observation, correction and global judgment.; Retain relevant feedback without denying the error.; Name a useful action or support request.",not applicable,"Identify the observation, correction and global judgment.; Retain relevant feedback without denying the error.; Name a useful action or support request.",required written application; reusable in Build,phase4-2026-09-17-r1
4,p4-cba-routine-check-1,lesson check,newly authored,I can explain a brief C-B-A routine and adapt it to the setting.,original PHASE_CONTENT phase-4 sections 7,I have practised the entry and can use the agreed count.,A,The statement connects preparation to a practical action without promising the result.,required formative practice,phase4-2026-09-17-r1
4,p4-cba-routine-check-2,lesson check,newly authored,I can explain a brief C-B-A routine and adapt it to the setting.,original PHASE_CONTENT phase-4 sections 7,"Clarify the starting cue, then adapt the routine.",B,A routine cannot supply information that has not been given. Clarification addresses the actual need.,required formative practice,phase4-2026-09-17-r1
4,p4-cba-routine-response,lesson application,newly authored / source concepts retained,I can explain a brief C-B-A routine and adapt it to the setting.,original PHASE_CONTENT phase-4 sections 7,"Make C believable and evidence-based.; Describe B as optional, comfortable and appropriate to a safe pause.; Explain the task information selected in A and the next action.",not applicable,"Make C believable and evidence-based.; Describe B as optional, comfortable and appropriate to a safe pause.; Explain the task information selected in A and the next action.",required written application; reusable in Build,phase4-2026-09-17-r1
4,p4-rehearsal-formats-check-1,lesson check,newly authored,I can justify a rehearsal format and perspective without treating one as compulsory.,"original PHASE_CONTENT phase-4 sections 8,9","Use a written, spoken or storyboard sequence with the same planning decisions.",C,The task assesses preparation and reasoning. Another representation can demonstrate those decisions without requiring a private imagery experience.,required formative practice,phase4-2026-09-17-r1
4,p4-rehearsal-formats-check-2,lesson check,newly authored,I can justify a rehearsal format and perspective without treating one as compulsory.,"original PHASE_CONTENT phase-4 sections 8,9",According to the task and the purpose of the rehearsal.,A,Different perspectives can highlight different information. The learner should justify the choice for the stated purpose.,required formative practice,phase4-2026-09-17-r1
4,p4-rehearsal-formats-response,lesson application,newly authored / source concepts retained,I can justify a rehearsal format and perspective without treating one as compulsory.,"original PHASE_CONTENT phase-4 sections 8,9","Name the format and purpose.; Explain the relevant cues, perspective or sequence.; State what the rehearsal can and cannot demonstrate.",not applicable,"Name the format and purpose.; Explain the relevant cues, perspective or sequence.; State what the rehearsal can and cannot demonstrate.",required written application; reusable in Build,phase4-2026-09-17-r1
4,p4-disruption-rehearsal-check-1,lesson check,newly authored,I can rehearse a disruption and adapt when the first response does not help.,"original PHASE_CONTENT phase-4 sections 9,10",Prepare a practical response to a likely disruption.,B,"It is a coping-rehearsal metaphor. The useful outcome is a response and return point, not certainty or a required emotional experience.",required formative practice,phase4-2026-09-17-r1
4,p4-disruption-rehearsal-check-2,lesson check,newly authored,I can rehearse a disruption and adapt when the first response does not help.,"original PHASE_CONTENT phase-4 sections 9,10",Use a written or spoken sequence and check the cues again.,C,Changing the representation can preserve the preparation purpose. The learner can explain the sequence without forcing an unhelpful image.,required formative practice,phase4-2026-09-17-r1
4,p4-disruption-rehearsal-response,lesson application,newly authored / source concepts retained,I can rehearse a disruption and adapt when the first response does not help.,"original PHASE_CONTENT phase-4 sections 9,10","Name a plausible interruption and its signal.; Give the response, return cue and relevant timing.; Add a second option and label the rehearsal as hypothetical when appropriate.",not applicable,"Name a plausible interruption and its signal.; Give the response, return cue and relevant timing.; Add a second option and label the rehearsal as hypothetical when appropriate.",required written application; reusable in Build,phase4-2026-09-17-r1
4,p4-combine-toolkit-check-1,lesson check,newly authored,I can build a coherent toolkit and adapt it when the task changes.,"original PHASE_CONTENT phase-4 sections 10,12","The evidence, routine and recovery response serve the same task.",A,The parts should support the same demand. A long list of techniques or a claim about feelings does not establish that connection.,required formative practice,phase4-2026-09-17-r1
4,p4-combine-toolkit-check-2,lesson check,newly authored,I can build a coherent toolkit and adapt it when the task changes.,"original PHASE_CONTENT phase-4 sections 10,12","New shared cues, timing and a response if the partner’s cue is missed.",B,The changed task adds coordination demands. Preserve useful preparation while adapting the cues and recovery plan to those demands.,required formative practice,phase4-2026-09-17-r1
4,p4-combine-toolkit-response,lesson application,newly authored / source concepts retained,I can build a coherent toolkit and adapt it when the task changes.,"original PHASE_CONTENT phase-4 sections 10,12","Use one consistent task.; Link evidence, routine and rehearsal decisions.; Name an observation for review and one limitation.",not applicable,"Use one consistent task.; Link evidence, routine and rehearsal decisions.; Name an observation for review and one limitation.",required written application; reusable in Build,phase4-2026-09-17-r1
4,p4-written-review-1,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",task-confidence corrected teaching; see source map,"Task confidence can be grounded in evidence of preparation and an action the performer can carry out. Certainty claims the outcome is settled. A prepared performer can act while still uncertain about judging, opponents or conditions.",not applicable,"Task confidence can be grounded in evidence of preparation and an action the performer can carry out. Certainty claims the outcome is settled. A prepared performer can act while still uncertain about judging, opponents or conditions.",required first answer/comparison/revision,phase4-2026-09-17-r1
4,p4-written-review-2,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",feedback-setbacks corrected teaching; see source map,Keep the accurate observation and task-based correction. Do not turn one error into a whole-person judgment or deny the error to protect confidence. Clarify advice when needed and seek support for disrespectful treatment.,not applicable,Keep the accurate observation and task-based correction. Do not turn one error into a whole-person judgment or deny the error to protect confidence. Clarify advice when needed and seek support for disrespectful treatment.,required first answer/comparison/revision,phase4-2026-09-17-r1
4,p4-written-review-3,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",rehearsal-formats corrected teaching; see source map,"Choose the representation and perspective for a purpose. A written, spoken, storyboard or walkthrough format can demonstrate planning. Rehearsal and actual performance provide different evidence; this course does not claim neurological equivalence or measured tissue change per repetition.",not applicable,"Choose the representation and perspective for a purpose. A written, spoken, storyboard or walkthrough format can demonstrate planning. Rehearsal and actual performance provide different evidence; this course does not claim neurological equivalence or measured tissue change per repetition.",required first answer/comparison/revision,phase4-2026-09-17-r1
4,p4-written-review-4,written review,newly authored,"Explain, apply, correct a misconception or revise prior work",combine-toolkit corrected teaching; see source map,"A useful revision may replace a guarantee with preparation evidence, preserve a specific correction, shorten a routine or change a rehearsal format. Explain the task-based reason and identify what remains uncertain.",not applicable,"A useful revision may replace a guarantee with preparation evidence, preserve a specific correction, shorten a routine or change a rehearsal format. Explain the task-based reason and identify what remains uncertain.",required first answer/comparison/revision,phase4-2026-09-17-r1
4,p4-decision-case-1,guided and untimed equivalent,newly authored,Ready for one part,corrected phase teaching and specification lab cases,"Use the entry evidence, clarify the starting arrangement and accept uncertainty about selection.",A,Evidence can support a particular action without settling the outcome. Clarification addresses what can be learned; uncertainty does not erase preparation.,choose guided or untimed set; reasons required,phase4-2026-09-17-r1
4,p4-decision-case-2,guided and untimed equivalent,newly authored,A useful correction,corrected phase teaching and specification lab cases,"Keep the task-based correction, reject the global judgment and seek respectful support if needed.",B,An accurate observation and correction can help. The personal attack does not supply additional task guidance. Keeping useful feedback is different from accepting harmful judgments.,choose guided or untimed set; reasons required,phase4-2026-09-17-r1
4,p4-decision-case-3,guided and untimed equivalent,newly authored,No clear mental picture,corrected phase teaching and specification lab cases,"Use a spoken or written walkthrough, including a likely interruption and return cue.",C,The intended evidence is a coherent preparation and recovery plan. Another representation can show those decisions without requiring vivid imagery.,choose guided or untimed set; reasons required,phase4-2026-09-17-r1
2,p2-case,Build evidence,combined / reworded,"Task, performer and constraint",mb_anchor,Name the task and two case details that affect the plan. Use the supplied case or a suitable fictional alternative.,not applicable,"Worked example: Alex is preparing for a school volleyball tryout. There are two school practice opportunities, limited Thursday transport and a presentation deadline. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-reasons,Build evidence,combined / reworded,Two reasons for doing the task,vb_motivation_driver,Distinguish two reasons using the performer’s words. Explain which concepts apply.,not applicable,"Worked example: Alex enjoys games, an intrinsic reason. Alex also chooses serving practice because reliable contribution fits a value, a personally endorsed extrinsic reason. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-value-action,Build evidence,combined / reworded,A value expressed in action,vb_value1; vb_value2; vb_value3; vb_values_why; vb_training_behaviors; vb_competition_behaviors; vb_task_bridge; mb_value,Choose one value. Describe one toward action and one action that would move away from it.,not applicable,Worked example: Contribution could mean preparing the agreed role and asking about an unclear setup. Ignoring the known issue while blaming teammates would move away from that value. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-needs-context,Build evidence,combined / reworded,A need and an environmental change,mb_support_environment,"Name a need, identify the case evidence and propose a specific change.",not applicable,Worked example: A short demonstration could support competence because Alex is still learning the setup. A respectful partner could make practice more inclusive. Check whether the instructions are clearer. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-goals,Build evidence,combined / reworded,"Outcome, performance and process goals",mb_process_action; mb_goal_outcome; mb_goal_performance; mb_goal_process,Write all three for the same task. Make the process action reviewable using SMART.,not applicable,Worked example: Outcome: earn a team place. Performance: improve a personally agreed serving standard. Process: use the agreed setup on ten planned serves during the next two available practices and review the record. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-week-plan,Build evidence,combined / reworded,Realistic actions and review point,vb_aligned_habits; mb_pre_default; mb_in_default,"State when suitable actions can happen, what support is available and when the record will be reviewed. Do not prescribe extra training.",not applicable,"Worked example: Keep Tuesday’s planned practice, reserve time for the presentation and ask about an available preparation option after the cancellation. Review the serving record with the coach at the next suitable session. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-if-then,Build evidence,combined / reworded,A barrier and a response,vb_filter_hard; vb_filter_mistake; vb_drift_habits; vb_warning; vb_self_compassion; mb_leaks; mb_if_anxiety; mb_if_motivation; mb_if_mistake,Connect a likely trigger to one realistic action. State when you would ask for advice instead.,not applicable,"Worked example: If the gym session is cancelled, Alex will ask which available preparation action still fits the goal rather than add an unsuitable late session. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-support,Build evidence,combined / reworded,A support role and a request,vb_support_person; vb_pit_crew; mb_pit_crew_check,Use a role rather than a real person’s name. Write the actual question or request.,not applicable,"Worked example: Ask the coach: “Which part of the setup should I observe, and which available session fits the changed schedule?” Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-recovery,Build evidence,combined / reworded,A recovery-related planning decision,mb_recovery_signals; mb_recovery_checkpoint; mb_recovery_threshold,"Identify information and appropriate support. Suggest what could be discussed, without diagnosing or prescribing treatment.",not applicable,Worked example: Alex could explain the changed demands and difficulty recovering to a trusted adult and coach. The discussion could review the schedule and appropriate support rather than label the problem as weak motivation. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-review,Build evidence,combined / reworded,Evidence and a revision,vb_feeling; mb_strengths; mb_post_default; mb_daily_check; mb_weekly_review; mb_pride,Choose one observation from the case or a labelled hypothetical record. Explain what to keep or change.,not applicable,Worked example: The record shows six completed routines and four rushed setups. Keep recording the setup separately from the result and review the cue after a demonstration. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-transfer,Build evidence,newly authored transfer/case evidence,Adapt to a new constraint,"supplied generation specification, Build plan",New case: a musician now has half the usual rehearsal time and cannot meet their partner. Apply the ideas without copying the volleyball schedule.,not applicable,"Worked example: Identify the most important passage, ask for focused feedback at an available time and revise the review point. Preserve the purpose while changing the action to fit the new time and support. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-explain,Build evidence,combined / reworded,Explain a choice and a limitation,vb_narrative; mb_narrative,Justify one decision using a course concept. State what the plan cannot establish.,not applicable,"Worked example: Changing the environment addresses competence and access, not merely effort. The plan cannot guarantee selection or explain every cause of difficulty. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase2-2026-09-17-r1
2,p2-opening,opening / transfer,newly authored,Describe Alex’s task and two practical constraints. What information would help you choose a realistic next action?,supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase2-2026-09-17-r1
2,guided-transfer,opening / transfer,newly authored,"Choose a different school, art or recreational situation. Identify one reason for action and one changed constraint. Explain a suitable adjustment and one thing you would check next.",supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase2-2026-09-17-r1
2,untimed-transfer,opening / transfer,newly authored,"Choose a different school, art or recreational situation. Identify one reason for action and one changed constraint. Explain a suitable adjustment and one thing you would check next.",supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase2-2026-09-17-r1
3,p3-case,Build evidence,newly authored transfer/case evidence,Task and changing demand,"supplied generation specification, Build plan","Describe the performer, task and one moment when the information needed changes.",not applicable,Worked example: Jordan needs a broad scan during open play and a precise target at the free-throw line. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-distractions,Build evidence,combined / reworded,Distractions and evidence,p3_internal_dist; p3_time_trap; p3_external_dist,"Identify an internal and an external distraction. Explain the evidence, rather than assuming a cause.",not applicable,Worked example: Replaying the miss is internal. Watching a spectator is external. Jordan’s account connects these to the missed signal. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-attention,Build evidence,combined / reworded,Useful focus now,p3_alertness_width; p3_spotlight,Choose the appropriate focus at one stated moment and justify it.,not applicable,"Worked example: Before the pass, broad-external attention includes available teammates and defenders. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-shifts,Build evidence,combined / reworded,Three moments and their triggers,p3_shift_sequence,"Describe at least three moments, their information needs and what triggers each shift.",not applicable,Worked example: Open play: scan teammates. Whistle: listen to the official. Free throw: find the chosen rim target. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-cues,Build evidence,combined / reworded,Cue examples and selection,p3_instructional_cue; p3_motivational_cue,Give one instructional and one motivational cue. Select one for the case and explain why.,not applicable,Worked example: “See the target” directs attention; “commit” supports effort. Jordan first needs the target cue. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-anchor,Build evidence,combined / reworded,Anchor and use,p3_anchor_type; p3_anchor_usage,"Name a return point, when it is used and the next action.",not applicable,"Worked example: At the line, the rim target is the anchor. Jordan finds it before following the familiar setup. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-routine,Build evidence,combined / reworded,Before-performance sequence,p3_routine_1; p3_routine_2; p3_routine_3,Write a labelled sequence. Explain what each part directs attention toward.,not applicable,Worked example: Prepare: check the starting position. Direct: find the target and use “smooth.” Begin: take the practised shot. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-if-then,Build evidence,combined / reworded,Disruption and response,p3_what_if; p3_response,"Name the signal, response and next task cue. Include clarification when instructions are missing.",not applicable,"Worked example: If the drill order changes and the role is unclear, ask where to begin, then identify the next cue. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-rehearsal,Build evidence,combined / reworded,Walkthrough with a changed demand,p3_simulation_plan,"Describe one appropriate variation, what stays the same and what the performer would observe.",not applicable,"Worked example: In a hypothetical practice, shorten the preparation pause. Keep the task the same and check whether the essential target cue is still used. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-observation,Build evidence,newly authored transfer/case evidence,Observation and adjustment,"supplied generation specification, Build plan",Describe a factual observation and one adjustment it could support. Label invented observations as hypothetical.,not applicable,"Worked example: Hypothetically, Jordan looks away before the signal. Review the trigger for returning to the target rather than label Jordan as unfocused. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-transfer,Build evidence,newly authored transfer/case evidence,Adapt to an unfamiliar task,"supplied generation specification, Build plan","New case: a musician is moved from a solo to a duet. Explain a changed focus, a useful cue and a disruption response.",not applicable,Worked example: The duet adds a partner’s timing cue. Plan a shared entry and return point rather than using the solo routine unchanged. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-explain,Build evidence,combined / reworded,Why attention must change,p3_narrative,Justify one transition in your plan and explain one limit of what your evidence can show.,not applicable,"Worked example: The passing decision needs several external cues, while a free throw uses a precise target. One missed cue does not identify every possible cause. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase3-2026-09-17-r1
3,p3-opening,opening / transfer,newly authored,Describe Jordan’s task before a free throw and during open play. What useful information changes between those moments?,supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase3-2026-09-17-r1
3,guided-transfer,opening / transfer,newly authored,"Choose a new sport, academic or artistic situation. Identify a changed demand, the attention it needs and a cue that fits. Explain one observation that would make you adjust the plan.",supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase3-2026-09-17-r1
3,untimed-transfer,opening / transfer,newly authored,"Choose a new sport, academic or artistic situation. Identify a changed demand, the attention it needs and a cue that fits. Explain one observation that would make you adjust the plan.",supplied phase specification and corrected local teaching,"Identify the case evidence, a fitting choice, its reason and a relevant limitation or adjustment.",not applicable,Compare with the local worked cases and rubric; text is not automatically graded.,opening required; choose guided or untimed transfer,phase3-2026-09-17-r1
4,p4-case,Build evidence,newly authored transfer/case evidence,"Task, preparation and uncertainty","supplied generation specification, Build plan","Describe the task, two preparation facts and one uncertainty.",not applicable,"Worked example: Taylor has practised the entry and improved the count, but the selection decision and new room remain uncertain. Evaluate with the four-dimension rubric; other supported responses can be valid.",required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-evidence,Build evidence,combined / reworded,"Effort, success and progress",p4a_tt-1; p4a_tt-2; p4a_tt-3; p4a_tt-4; p4a_tt-5; p4a_tt-6; p4a_tt-7; p4a_tt-8; p4a_tt-9; p4a_tt-10; p4a_esp_effort; p4a_esp_success; p4a_esp_progress,Develop one specific example in each category from the case. Explain the distinction.,not applicable,Worked example: Effort: worked on the count. Success: completed the opening accurately. Progress: entries became more consistent across rehearsals. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase4-2026-09-17-r1
4,p4-sources,Build evidence,combined / reworded,Two sources and their limits,p4a_src_mastery; p4a_src_modeling; p4a_src_persuasion; p4a_src_imaginal; p4a_src_preparation; p4a_src_arousal,Choose two sources of confidence. Explain what each supports and cannot prove.,not applicable,Worked example: The teacher’s model clarifies timing; Taylor’s practice provides direct evidence for the entry. Neither proves selection. Evaluate with the four-dimension rubric; other supported responses can be valid.,required written evidence; teacher assessment,phase4-2026-09-17-r1
